id,name,wbs,activity_type,calendar,original_duration_h,original_duration_days_display,remaining_duration_h,duration_type,percent_complete_type,status,actual_start,actual_finish,suspend_date,resume_date,duration_percent_complete,physical_percent_complete,units_percent_complete,primary_constraint_type,primary_constraint_date,secondary_constraint_type,secondary_constraint_date,expected_finish,external_early_start,external_late_finish,activity_codes,udfs,test_tags,note
A6100,Set Module PAU-301 (Heavy Lift),TT.6,RESOURCE_DEPENDENT,CAL-06,60,7.5,60,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=MEC;CWA=CWA-300;CWP=CWP-1009;CONTR=SUB-MECH;SYS=300-01,TAG_NO=PAU-301;PERMIT_TYPE=LIFTING;SIMOPS_RISK=5;WEATHER_SENS=True,type_resource_dependent;res_calendar_drives;cost_expense;lag_long,"RESOURCE DEPENDENT: it must be scheduled on the RESOURCE's calendar (RCAL-CRANE600: on hire 27-Jul to 21-Aug ONLY), NOT on its own activity calendar (CAL-06). If your engine schedules it on CAL-06 you'll get a start in May. Also has an FS + 400h lag from A6000 (a very long lag) and a lump-sum expense."
A6200,Set Absorber Column T-301,TT.6,TASK_DEPENDENT,CAL-06,80,10,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,2026-08-14T16:00:00,,,DISC=MEC;CWA=CWA-300;CWP=CWP-1009;CONTR=SUB-MECH;SYS=300-01,TAG_NO=T-301;PERMIT_TYPE=LIFTING;SIMOPS_RISK=5;WEATHER_SENS=True,con_expected_finish;res_overallocation;type_task_vs_resource_contrast,"Deliberate CONTRAST with A6100: same crane resource (NL-CRANE600, max 1 unit), SS+0 to A6100 so they overlap, but this one is TASK DEPENDENT. Two tests: (1) EXPECTED FINISH - with 'Use Expected Finish Dates' ON, the engine recalculates Remaining Duration so the activity finishes on 2026-08-14. (2) RESOURCE OVER-ALLOCATION - one crane, two concurrent activities. Levelling must serialise them."
A6300,Set Amine Pumps P-301A/B,TT.6,TASK_DEPENDENT,CAL-02,60,6,60,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=MEC;CWA=CWA-300;CWP=CWP-1009;CONTR=SUB-MECH;SYS=300-02,TAG_NO=P-301A/B,net_dangling_activity;lag_ss_positive,"FULLY DANGLING: SS predecessor only (A6100), SS successor only (A7300). Nothing controls its finish, and it cannot transmit finish-driven delay downstream. A classic schedule-quality defect - your engine should still schedule it correctly AND flag it."
A6400,Set Heat Exchangers E-301/302,TT.6,TASK_DEPENDENT,CAL-02,80,8,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=MEC;CWA=CWA-300;CWP=CWP-1009;CONTR=SUB-MECH;SYS=300-02,TAG_NO=E-301/E-302,,
A6500,Mechanical Alignment & Grouting,TT.6,TASK_DEPENDENT,CAL-02,100,10,100,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=MEC;CWA=CWA-300;CWP=CWP-1009;CONTR=SUB-MECH,,,
A6600,Equipment Punchlist,TT.6,TASK_DEPENDENT,CAL-01,40,5,40,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=MEC;CWA=CWA-300;CONTR=WOOD,,,
A7100,Pipe Erection - Rack Zone A,TT.7.1,TASK_DEPENDENT,CAL-02,300,30,300,FIXED_UNITS,PHYSICAL,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CWP=CWP-1010;CONTR=SUB-MECH;SYS=300-01,EV_METHOD=PHYSICAL_STEPS;COST_CODE=C-4100,pct_physical;code_steps;dt_fixed_units;lag_ss_positive;res_assignment_lag;res_curve_front_loaded,"Kitchen-sink activity: Physical %% via weighted STEPS, FIXED UNITS duration type, an SS+50h predecessor, a resource assignment with a 24h LAG (welders join 3 days in), and a FRONT_LOADED resource curve."
A7110,Pipe Supports - Zone A,TT.7.1,TASK_DEPENDENT,CAL-02,120,12,120,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CWP=CWP-1010;CONTR=SUB-MECH,,lag_ss_zero,
A7120,Small Bore & Tubing - Zone A,TT.7.1,TASK_DEPENDENT,CAL-02,140,14,140,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CWP=CWP-1010;CONTR=SUB-MECH,,lag_ff_positive,
A7130,Valve Installation - Zone A,TT.7.1,TASK_DEPENDENT,CAL-02,80,8,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CWP=CWP-1010;CONTR=SUB-MECH,,,
A7200,Pipe Erection - Rack Zone B,TT.7.1,TASK_DEPENDENT,CAL-02,320,32,320,FIXED_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CWP=CWP-1010;CONTR=SUB-MECH;SYS=300-02,,dt_fixed_units_time;lag_ss_positive,
A7210,Pipe Supports - Zone B,TT.7.1,TASK_DEPENDENT,CAL-02,120,12,120,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CWP=CWP-1010;CONTR=SUB-MECH,,,
A7220,Small Bore & Tubing - Zone B,TT.7.1,TASK_DEPENDENT,CAL-02,140,14,140,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CWP=CWP-1010;CONTR=SUB-MECH,,,
A7230,Valve Installation - Zone B,TT.7.1,TASK_DEPENDENT,CAL-02,80,8,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CWP=CWP-1010;CONTR=SUB-MECH,,,
A7300,Equipment Piping & In-Battery Tie-ins,TT.7.1,TASK_DEPENDENT,CAL-02,200,20,200,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CWP=CWP-1010;CONTR=SUB-MECH,,net_dangling_partner,
A7400,NDT & Weld Inspection,TT.7.1,TASK_DEPENDENT,CAL-01,80,10,80,FIXED_DURATION_AND_UNITS,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CONTR=WOOD,,dt_fixed_dur_units;lag_ff_zero;net_merge_point,
A7500,Punchlist & Reinstatement (Piping),TT.7.1,TASK_DEPENDENT,CAL-02,60,6,60,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CONTR=SUB-MECH,,,
A7550,Piping Turnover Package Sign-off,TT.7.1,TASK_DEPENDENT,CAL-01,0,0,0,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CONTR=WOOD,,net_zero_duration_task,"ZERO-DURATION TASK_DEPENDENT activity (NOT a milestone). P6 permits this and it behaves subtly differently from a milestone: it has both a start and a finish, it can carry resources, and it obeys duration-type rules. Many home-grown engines divide by zero or collapse it into a milestone."
A7600,Hydrotest Preparation,TT.7.2,TASK_DEPENDENT,CAL-02,80,8,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,START_ON_OR_BEFORE,2026-09-30T07:00:00,,,,,,DISC=PIP;CWA=CWA-400;CONTR=SUB-MECH,,con_snlt;float_negative_driver,"SNLT is a BACKWARD-PASS (late) constraint. It caps the Late Start. If the forward pass pushes the Early Start beyond 2026-09-30, this activity goes NEGATIVE FLOAT. It must never move the Early Start."
A7700,Hydrotest - System 300-01,TT.7.2,TASK_DEPENDENT,CAL-02,60,6,60,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CONTR=SUB-MECH;SYS=300-01,,res_overallocation,
A7710,Hydrotest Hold / Stabilisation,TT.7.2,TASK_DEPENDENT,CAL-03,24,1,24,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;SHIFT=CONTINUOUS;SYS=300-01,,cal_24h;elapsed_duration,
A7720,"Depressurise, Drain & Dry",TT.7.2,TASK_DEPENDENT,CAL-02,40,4,40,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CONTR=SUB-MECH;SYS=300-01,,,
A7730,Hydrotest - System 300-02,TT.7.2,TASK_DEPENDENT,CAL-02,60,6,60,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CONTR=SUB-MECH;SYS=300-02,,res_overallocation;levelling_test,Shares the single NL-HYDROPUMP (max 1) with A7700 and starts at the same time (both FS+0 from A7600). Unlevelled: 200%% allocation. Levelled: must serialise.
A7740,Reinstatement Post-Hydrotest,TT.7.2,TASK_DEPENDENT,CAL-02,80,8,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-400;CONTR=SUB-MECH,,,
A8000,Cable Tray & Containment,TT.8,TASK_DEPENDENT,CAL-02,160,16,160,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;CONTR=SUB-EI,,,
A8010,Cable Pulling - Power,TT.8,TASK_DEPENDENT,CAL-02,200,20,200,FIXED_DURATION_AND_UNITS_TIME,UNITS,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;CONTR=SUB-EI,EV_METHOD=UNITS,lag_ss_negative;pct_units;pathological,"SS -40h: the successor may START FOUR DAYS BEFORE its predecessor starts. Logically indefensible and a DCMA check-2 violation - which is exactly why it is here. Also uses UNITS %% complete (12,000 m of cable)."
A8020,Cable Pulling - Control & Instrument,TT.8,TASK_DEPENDENT,CAL-02,180,18,180,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;CONTR=SUB-EI,,lag_ss_positive,
A8100,Local Panels & Junction Boxes,TT.8,TASK_DEPENDENT,CAL-02,100,10,100,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;CONTR=SUB-EI,,,
A8200,Instrument Installation,TT.8,TASK_DEPENDENT,CAL-02,160,16,160,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;CONTR=SUB-EI,,lag_ff_positive,
A8300,HV Switchgear Installation & Termination,TT.8,RESOURCE_DEPENDENT,CAL-01,120,15,120,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;CONTR=SUB-EI,PERMIT_TYPE=HV ISOLATION;SIMOPS_RISK=4,type_resource_dependent;cal_4day_week;lag_calendar_setting_sensitive,"TWO tests. (1) RESOURCE DEPENDENT on LAB-EI-SPEC, whose calendar (RCAL-SPECIALIST) is a MON-THU 4-day week - so no work ever lands on a Friday, even though the activity's own calendar (CAL-01) is Mon-Fri. (2) Its predecessor A2230 is on CAL-03 (24h) and the FS lag is 40h. Change 'Calendar for scheduling relationship lag' between Predecessor / Successor / 24-Hour and this date MUST move. If it doesn't, your lag resolution is hard-coded."
A8400,Cable Termination & Glanding,TT.8,TASK_DEPENDENT,CAL-02,200,20,200,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;CONTR=SUB-EI,,net_merge_point,
A8500,Loop Checks & Continuity Testing,TT.8,TASK_DEPENDENT,CAL-01,120,15,120,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;PHASE=PRECOM;CONTR=SUB-EI,,,
A8600,Fibre & Network Commissioning,TT.8,TASK_DEPENDENT,CAL-01,60,7.5,60,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;PHASE=PRECOM;CONTR=SUB-EI,,,
A8700,Energise Permanent Power (HV),TT.8,TASK_DEPENDENT,CAL-01,40,5,40,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-500;PHASE=PRECOM;CONTR=SUB-EI,PERMIT_TYPE=HV ISOLATION;SIMOPS_RISK=5,sf_predecessor,
A9000,Fireproofing - Structural Steel,TT.9,TASK_DEPENDENT,CAL-02,140,14,140,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=INS;CWA=CWA-600;CONTR=SUB-INS,,lag_ff_negative;pathological,FF -30h: this activity is allowed to FINISH 3 days BEFORE its predecessor finishes. Negative FF is the least well-tested relationship in most engines.
A9100,Insulation - Piping & Equipment,TT.9,TASK_DEPENDENT,CAL-02,240,24,240,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=INS;CWA=CWA-600;CONTR=SUB-INS,,,
A9200,Painting - Touch-up & Final Coat,TT.9,TASK_DEPENDENT,CAL-02,160,16,160,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=INS;CWA=CWA-600;CONTR=SUB-INS,WEATHER_SENS=True,,
A9300,"Labelling, Tagging & Line Marking",TT.9,TASK_DEPENDENT,CAL-01,60,7.5,60,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=INS;CWA=CWA-600;CONTR=SUB-INS,,,
A9400,Final Site Clean & Snagging Prep,TT.9,TASK_DEPENDENT,CAL-02,80,8,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,AS_LATE_AS_POSSIBLE,,,,,,,DISC=PM;CWA=CWA-600;CONTR=WOOD,,con_alap;float_zero_free,"ALAP: the activity is pushed as late as its successors allow. After scheduling it must have FREE FLOAT = 0 while its TOTAL FLOAT is unchanged. Implemented as a zero-free-float pass, not as a date constraint."
A10000,Tie-in Preparation & Isolation Planning,TT.10,TASK_DEPENDENT,CAL-01,80,10,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-TA;PHASE=CONST;CONTR=WOOD,,,
A10100,TA Window Opens,TT.10,START_MILESTONE,CAL-03,0,0,0,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,MANDATORY_START,2026-10-05T06:00:00,,,,,,DISC=PM;CWA=CWA-TA;SHIFT=TA,,con_mandatory_start;breaks_logic,"MANDATORY START overrides the network in BOTH passes. Even if predecessors slip past 05-Oct, this milestone STAYS on 05-Oct - which means its predecessor logic can be violated and negative float propagates BACKWARDS through A10000. Most home-grown engines quietly treat this as an SNET and get it wrong."
A10200,Break Containment & Isolate Existing Lines,TT.10,TASK_DEPENDENT,CAL-05,24,2,24,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-TA;SHIFT=TA;CONTR=WOOD,PERMIT_TYPE=CONFINED SPACE;SIMOPS_RISK=5,cal_window_only,
A10300,Hot Tap / Tie-in Welds (12 no.),TT.10,TASK_DEPENDENT,CAL-05,96,8,96,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-TA;SHIFT=TA;CONTR=SUB-MECH,PERMIT_TYPE=HOT WORK;SIMOPS_RISK=5,cal_window_only;cost_expense,
A10400,Tie-in NDT & PWHT,TT.10,TASK_DEPENDENT,CAL-05,36,3,36,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PIP;CWA=CWA-TA;SHIFT=TA;CONTR=WOOD,,cal_window_only,
A10450,Legacy Control System - Parallel Run,TT.10,TASK_DEPENDENT,CAL-03,120,5,120,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-TA;PHASE=COMM;SHIFT=CONTINUOUS,,rel_sf;lag_sf_positive,SF +16h: the legacy system must keep running until 16h AFTER the new system's commissioning STARTS. This is the textbook legitimate use of Start-to-Finish.
A10460,Legacy Instrument Air - Maintain Supply,TT.10,TASK_DEPENDENT,CAL-03,200,8.33,200,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=ELE;CWA=CWA-TA;PHASE=COMM;SHIFT=CONTINUOUS,,rel_sf;lag_sf_negative;pathological,SF -8h: pure torture. The successor's finish may precede the predecessor's start by 8h. There is no defensible planning reason for this - it is here purely to prove your SF arithmetic handles a negative lag without sign errors.
A10500,TA Window Closes,TT.10,FINISH_MILESTONE,CAL-03,0,0,0,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,MANDATORY_FINISH,2026-10-16T18:00:00,,,,,,DISC=PM;CWA=CWA-TA;SHIFT=TA,,con_mandatory_finish;breaks_logic,"MANDATORY FINISH: pinned in both passes. If A10400 runs long, the mandatory finish will sit BEFORE its predecessor's early finish - a genuinely impossible schedule that P6 will still produce. Your engine must produce it too (and flag it), not silently 'fix' it."
A10600,Reinstate Insulation & Painting (Tie-ins),TT.10,TASK_DEPENDENT,CAL-02,60,6,60,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=INS;CWA=CWA-TA;CONTR=SUB-INS,,,
A11000,Commissioning Start,TT.11,START_MILESTONE,CAL-01,0,0,0,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=COM;PHASE=COMM;CONTR=WOOD,,type_start_ms;net_merge_point,
A11050,System Walkdowns & Punch Clear (300-01),TT.11,TASK_DEPENDENT,CAL-02,80,8,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=COM;PHASE=PRECOM;SYS=300-01;CONTR=WOOD,,,
A11100,Commissioning - System 300-01,TT.11,TASK_DEPENDENT,CAL-03,160,6.67,160,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=COM;PHASE=COMM;SYS=300-01;SHIFT=CONTINUOUS;CONTR=WOOD,,cal_24h;sf_predecessor,
A11200,Commissioning - System 300-02,TT.11,TASK_DEPENDENT,CAL-03,140,5.83,140,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=COM;PHASE=COMM;SYS=300-02;SHIFT=CONTINUOUS;CONTR=WOOD,,cal_24h;sf_predecessor,
A11300,Commissioning - System 300-03 (Utilities),TT.11,TASK_DEPENDENT,CAL-03,120,5,120,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=COM;PHASE=COMM;SYS=300-03;SHIFT=CONTINUOUS;CONTR=WOOD,,cal_24h,
A11400,Nitrogen Purge & Leak Test,TT.11,TASK_DEPENDENT,CAL-03,72,3,72,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=COM;PHASE=COMM;SHIFT=CONTINUOUS;CONTR=WOOD,PERMIT_TYPE=CONFINED SPACE,,
A11500,Performance / Functional Testing,TT.11,TASK_DEPENDENT,CAL-03,96,4,96,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=COM;PHASE=COMM;SHIFT=CONTINUOUS;CONTR=WOOD,,,
A11600,Operator Training,TT.11,TASK_DEPENDENT,CAL-01,80,10,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=COM;PHASE=COMM;CONTR=WOOD,,,
A12000,Mechanical Completion (MC),TT.11,FINISH_MILESTONE,CAL-01,0,0,0,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,FINISH_ON_OR_BEFORE,2026-11-06T17:00:00,,,,,,DISC=PM;PHASE=COMM;CONTR=WOOD,,con_fnlt;float_negative;type_finish_ms;net_merge_point,"THE NEGATIVE FLOAT DRIVER. Contractual FNLT of 06-Nov-2026 that the CPM forward pass cannot meet. Expect TF < 0 here and back through the driving path. Verify: (a) the magnitude of the negative float, (b) that it propagates ONLY along the driving chain, (c) that LOEs do NOT inherit it."
A9500,Client-Supplied Spares - Receipt & Storage,TT.12,TASK_DEPENDENT,CAL-01,40,5,40,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PM;PHASE=HANDOVER;CONTR=WOOD,,net_open_start,"OPEN START, NOT STARTED. With no predecessor its early start must collapse to the DATA DATE (not the project start). With 'Make open-ended activities critical' = TRUE it must become critical."
A12100,Punchlist Category A Clearance,TT.12,TASK_DEPENDENT,CAL-02,80,8,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PM;PHASE=HANDOVER;CONTR=WOOD,,,
A12200,Handover Dossiers & As-Builts,TT.12,TASK_DEPENDENT,CAL-01,120,15,120,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PM;PHASE=HANDOVER;CONTR=WOOD,,,
A12300,"Care, Custody & Control Transfer",TT.12,TASK_DEPENDENT,CAL-01,40,5,40,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PM;PHASE=HANDOVER;CONTR=WOOD,,,
A12500,Ready For Start-Up (RFSU),TT.12,FINISH_MILESTONE,CAL-01,0,0,0,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,FINISH_ON,2026-12-04T17:00:00,,,,,2026-12-11T17:00:00,DISC=PM;PHASE=HANDOVER;CONTR=WOOD,,con_finish_on;net_external_late_finish;float_multiple_paths_target,FINISH ON pins the milestone in BOTH passes (unlike FNLT/FNET which pin only one). Also carries an EXTERNAL LATE FINISH from the downstream Start-Up project. This is the target activity for the Multiple Float Paths test.
A12600,Demobilise Plant & Equipment,TT.12,TASK_DEPENDENT,CAL-02,60,6,60,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PM;PHASE=HANDOVER;CONTR=WOOD,,,
A12700,Marine Demob - Barge & Heavy Lift Removal,TT.12,TASK_DEPENDENT,CAL-06,80,10,80,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=MEC;PHASE=HANDOVER;CONTR=SUB-MECH,WEATHER_SENS=True,cal_long_nonwork_block;net_open_finish;float_negative,"On CAL-06, which has a 4-MONTH non-work block (01-Nov to 28-Feb). Its early start lands INSIDE that block, so the engine must push the whole activity to 01-Mar-2027 - after the project's Must Finish By. Expect large negative float. It has no successor, so the damage must NOT cascade. Guard your calendar walker with an iteration cap: a naive 'next working hour' loop will crawl through ~2,900 non-work hours here."
A13000,Project Complete,TT.12,FINISH_MILESTONE,CAL-01,0,0,0,FIXED_DURATION_AND_UNITS_TIME,DURATION,NOT_STARTED,,,,,0,0,0,,,,,,,,DISC=PM;PHASE=HANDOVER;CONTR=WOOD,,type_finish_ms;project_finish,
